customer_id,total_orders,total_gmv,total_days
623969,18,860000.0,14
660146,145,12231128.0,31
634096,63,3542200.0,24
605103,144,6046200.0,30
645420,50,2934351.0,27
671661,38,1374550.0,22
555081,327,20018732.0,31
652446,98,3692227.0,29
604552,117,4848893.0,29
647661,19,1066960.0,13
559363,396,25869336.0,31
623471,78,4148850.0,28
601758,152,10502134.0,31
247,1854,157233722.0,31
619651,70,3245278.0,28
616515,97,5442053.0,31
631094,40,2082850.0,21
561873,215,11528490.0,31
560269,256,16709462.0,31
608799,179,14251511.0,30
552399,620,37275120.0,31
614893,65,3406688.0,26
575361,119,6478181.0,31
668581,86,3810117.0,30
642518,17,795750.0,16
618952,105,5430950.0,31
557334,247,13570309.0,31
613935,33,1514840.0,19
680203,175,8595117.0,31
668511,35,1982704.0,21
636234,91,6414604.0,30
558141,312,19593650.0,31
650964,52,2014060.0,22
544126,1128,75432668.0,31
595207,124,6337414.0,31
598781,164,7491827.0,30
585477,80,3668137.0,28
589813,100,3970821.0,28
684790,101,4965962.0,29
572125,257,14726998.0,31
685311,211,9255473.0,30
596128,149,7006575.0,31
687312,35,1078300.0,17
569109,161,8886281.0,31
573860,150,8451640.0,31
608486,74,3942722.0,28
550028,546,31994174.0,31
642675,54,3055000.0,22
682977,268,10952839.0,31
597536,89,5182961.0,31
685099,150,7648800.0,31
587849,197,13073308.0,31
595258,161,8760980.0,31
684083,252,12057896.0,31
653990,80,3941186.0,29
587665,107,7750198.0,30
564527,270,14112946.0,31
650722,49,1924500.0,26
614552,28,1344400.0,17
642853,76,2075941.0,27
678186,148,6939308.0,31
670814,63,2432760.0,26
608098,61,3286479.0,25
592958,100,4855561.0,28
559003,389,28663873.0,31
545693,461,28181082.0,31
613807,55,2170348.0,25
575011,132,6810275.0,31
602792,166,7345855.0,31
629439,63,3027795.0,28
649418,66,3763432.0,27
545705,574,42427165.0,31
646685,77,2637650.0,29
661840,43,2162250.0,22
546065,653,50034074.0,31
546241,479,31849225.0,31
580277,90,5075461.0,28
590023,173,12419782.0,31
603701,190,9047732.0,31
566979,243,13630711.0,31
632089,149,8957169.0,31
571406,376,20534456.0,31
568252,313,16742350.0,31
615533,61,2766770.0,27
675039,60,2238868.0,25
687231,54,2823915.0,25
550659,430,31596998.0,31
630168,150,10929782.0,31
556936,425,28924281.0,31
586751,63,3754063.0,26
664781,65,3940300.0,27
565852,251,9624038.0,31
681745,243,10482165.0,31
575969,154,8717053.0,31
580084,252,16539052.0,31
587363,93,4103577.0,31
551989,578,38290212.0,31
572274,193,11739565.0,30
600499,117,5157043.0,31
610575,29,973470.0,15
642287,41,1786879.0,23
605680,144,8803234.0,31
668193,27,905950.0,17
689987,35,1376410.0,1
559335,205,12259095.0,31
617390,2,42500.0,1
596845,114,6375210.0,30
648535,45,1951712.0,24
595327,123,4721869.0,31
686494,155,7546694.0,31
628862,150,9828100.0,30
680560,86,6211113.0,30
596372,178,9477556.0,31
642761,50,2629342.0,27
551157,573,40910405.0,31
548621,705,40696637.0,31
679174,59,2477376.0,28
618068,108,5893187.0,31
616552,101,5444517.0,29
598319,121,5813859.0,30
554693,444,30047290.0,31
608591,145,6126825.0,31
573983,197,12112407.0,31
570084,241,13646172.0,31
575919,166,9362897.0,31
642357,36,1366500.0,21
589339,127,7979471.0,31
578222,165,10037528.0,31
598597,130,6744974.0,29
585511,24,881400.0,17
685845,178,7332214.0,31
666544,34,1067550.0,17
602565,128,6073000.0,30
628222,53,3242537.0,26
635602,94,4477982.0,31
686294,146,6438492.0,31
566457,85,4682704.0,30
627190,151,6518147.0,31
657391,29,1442598.0,20
612737,101,4361563.0,30
559514,403,23503623.0,31
547194,426,27784055.0,31
594032,107,6127920.0,29
678828,75,4081130.0,28
649290,79,3066018.0,29
545259,548,36663979.0,31
598173,138,7329390.0,30
638428,58,3583867.0,27
673225,118,5235910.0,30
552138,610,35771673.0,31
588909,129,7402202.0,28
650142,88,3762896.0,30
617647,16,857000.0,12
648867,92,5639851.0,29
549381,909,55972403.0,31
592164,214,16636150.0,31
569747,239,15282434.0,31
651622,79,3660800.0,28
554940,460,27733901.0,31
620465,63,2551675.0,27
598773,148,9563990.0,31
559679,373,22364690.0,31
564971,341,17538839.0,31
551344,597,39227020.0,31
606986,96,5006857.0,27
614251,66,4930860.0,28
597814,156,8730212.0,31
543244,1110,83125606.0,31
572103,195,9574006.0,31
546835,683,43646355.0,31
630428,66,2955250.0,27
565311,372,24508103.0,31
631310,40,1832550.0,23
638984,85,3704300.0,29
575990,190,9221483.0,31
610873,122,6547964.0,31
609253,83,3406669.0,29
590043,117,6298850.0,30
581977,125,6680587.0,29
682148,185,10991229.0,30
571719,273,15546449.0,31
568566,319,16790439.0,31
554956,395,21626795.0,31
679555,113,6814068.0,31
657202,28,1351150.0,20
577932,198,9917497.0,31
646626,61,3571452.0,26
610887,113,5036555.0,30
556318,441,27006600.0,31
635413,67,3614038.0,29
650063,36,1535713.0,18
583146,110,5792130.0,29
643207,10,343700.0,8
606685,55,2222892.0,27
653733,115,8225157.0,29
635351,122,6208992.0,31
547461,390,27162722.0,31
602694,99,4519473.0,31
673757,68,2843370.0,26
619998,71,5567160.0,25
631778,90,3426040.0,30
648690,75,3814053.0,28
662797,36,1096366.0,24
669042,53,2311560.0,26
584475,133,7181588.0,31
598675,91,4360727.0,30
580021,143,7828606.0,31
582106,62,3339217.0,28
598392,72,2638500.0,29
565198,264,14166130.0,31
624242,76,4586969.0,27
681856,95,3990635.0,31
680545,204,12114497.0,30
549312,511,33335543.0,31
648871,35,1209400.0,20
655547,100,4187275.0,28
657806,34,1526400.0,19
553149,683,46551205.0,31
666763,51,3424742.0,26
655823,34,1608550.0,20
674628,87,5133100.0,27
570034,176,8775782.0,31
613674,110,5623466.0,31
600231,150,8426882.0,31
682255,115,5632976.0,30
679394,187,7289721.0,31
597509,114,4772738.0,30
592872,92,4436250.0,30
611238,142,7821295.0,31
623418,261,11044777.0,31
587292,105,6000170.0,30
548588,907,58949189.0,31
672819,58,2588113.0,23
562652,295,19583104.0,31
542818,3410,308350148.0,31
553333,651,42263254.0,31
602425,129,7129351.0,30
683656,133,6141063.0,30
667043,35,1607250.0,20
687790,68,3608437.0,23
572126,244,17175316.0,31
579848,91,6625568.0,30
668080,45,2869517.0,24
641038,27,1400088.0,17
649456,104,7238971.0,31
588270,154,8419458.0,31
590165,197,13878186.0,31
551003,469,37498787.0,31
544049,953,63028306.0,31
554562,277,15509795.0,31
588065,122,8906376.0,31
628194,71,2886050.0,28
570355,216,10579674.0,31
581511,180,11066790.0,31
683807,199,6744468.0,31
688901,116,6590976.0,13
667601,11,456700.0,10
588685,116,6169268.0,31
615962,68,3648243.0,25
613015,49,2686267.0,24
557303,270,20399705.0,31
552996,522,33979291.0,31
597835,107,5350598.0,31
550095,896,62037006.0,31
633456,42,1657000.0,24
592762,202,10283929.0,31
659173,35,1595500.0,21
665049,12,606250.0,11
621097,33,731950.0,17
640259,43,2337431.0,26
576117,218,11538026.0,31
687281,67,2700985.0,26
684919,198,10059959.0,31
645169,57,2412460.0,29
649464,75,4415248.0,27
606412,74,3817636.0,26
661647,44,2126950.0,21
667450,34,1350036.0,22
566857,160,11787852.0,31
564998,261,18209050.0,31
642660,40,2073000.0,22
662179,16,628000.0,11
610724,147,8318306.0,31
686324,123,4661105.0,31
629265,51,1649200.0,26
599804,176,12939329.0,31
636906,83,2619200.0,30
552482,513,33767391.0,31
573101,245,11518088.0,31
598251,127,5185386.0,31
684802,125,5773261.0,31
567987,272,19715756.0,31
672027,46,1847424.0,25
605096,116,6160026.0,31
645369,114,5450702.0,29
628749,120,6969429.0,29
676069,76,2682881.0,29
594773,106,6457038.0,30
661458,31,1821461.0,23
616065,24,986498.0,14
566353,103,4738196.0,31
636211,101,4122796.0,29
672029,48,1583025.0,27
543340,1272,90159740.0,31
661156,62,2998020.0,25
623830,70,3151263.0,28
